	Código Proyecto	Foco Apoyo	Tipo Intervención	Instrumento	Instrumento Homologado	Estado Data	Tipo Persona	Rut Beneficiario	Beneficiario	Título	Objetivo	Año Adjudicación	Financiamiento Innova	Aprobado Privado	Aprobado Privado Pecuniario	Monto Certificado Ley	Tipo Innovación	Mercado Objetivo	Criterio Mujer	Género	Sostenible	ODS principal	Meta principal	Economía Circular	Modelo de Circularidad	Región	Tramo Ventas	Inicio Actividad Económica	Sector Económico	Patron principal asociado	Tipo proyecto	R principal	Estrategia R Principal	Ley REP	Ley REP (Sí/No)	ERNC	Tendencia Final
1769	21SEC-171190	Renuévate	Subsidio	Súmate a innovar Economía circular	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	76000258-5	Sociedad Agricola y Comercial Lomas de Llahuen	Formulación de un nuevo nutracéutico a base de orujo de uva y de una bacteria autóctona  de la vid.	desarrollar la formulación de un nuevo nutraceútico a base de orujo de uva y sustentando en un microorganismo benéfico aislado de la vid, empleando estrategias de economía circular para agregar valor a este desecho del proceso vitivinícola, favorecer la salud gastrointestinal humana y generar una nueva área de trabajo colaborativo, productiva y de negocios.	2021.0	10000000	$3.000.000	$3.000.000		Producto	Salud y Farmacéutica (en humanos)	No	Masculino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región de Ñuble	Pequeña	2008-02-26 00:00:00	Agrícola (excepto vitivinícola)	Reciclar	Economía Circular	R7 Reutilizar	Extensión de vida útil del producto y sus partes	No			Sin tendencia
1774	21SEC-171178	Renuévate	Subsidio	Súmate a innovar Economía circular	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	77245182-2	UVi Shield SpA	Producción de bioplástico PHB desde desechos orgánicos mediante  la bacteria  Azotobacter Vinelandii	optimizar las condiciones adecuadas para generar bioplástico polihidroxibutirato (phb) a través del metabolismo de la bacteria  azotobacter vinelandii op, a partir de productos de desechos  agrícolas o suero de leche.	2021.0	10000000	$2.500.000	$2.500.000		Proceso	Química, caucho y plásticos (excepto industria farmacéutica)	No	Masculino	Sí	ODS12	12.5	Sí	Suministro Circular	Región de Valparaíso	Microempresa	2020-11-12 00:00:00	Manufactura de maquinaria y equipos (Metalmecánico)	Intercambiar	Economía Circular	R0 Rechazar	Uso y fabricación de productos más inteligentes	Sí	Envases y Embalajes		Manufactura Avanzada (Advanced Manufacturing)
1781	21SEC-171156	Renuévate	Subsidio	Súmate a innovar Economía circular	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	76941964-0	HAPROBA UVA CHILE SPA	Mejora del ingrediente harina de orujo de uva para productos panificados saludables	validar la aplicación de 3 ingredientes altos en fibra dietaria – hbu tinta, blanca y nuevo ingrediente mejorado a base de hbu y fibra soluble - mediante determinación de la funcionalidad alimenticia de cada ingrediente aplicado en distintas matrices alimentarias de características farináceas.	2021.0	10000000	$2.500.000	$2.500.000		Producto	Alimentos (excepto producción de vino y derivados)	No	Masculino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región de Valparaíso	Sin ventas	2018-12-03 00:00:00	Alimentos (excepto vitivinícola)	Reciclar	Economía Circular	R8 Reciclar	Aplicación útil de materiales	No			Sin tendencia
1783	21SEC-171151	Renuévate	Subsidio	Súmate a innovar Economía circular	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	77219539-7	Gogó spa	Cereal Beer: Elaboración de Barras de cebada agotada, altas en fibras, proteinas y sin sellos	desarrollar una barra de cereal con alto contenido en fibra, proteínas y libre de sellos a partir de la revalorización de la cebada agotada obtenida del proceso de elaboración de cerveza	2021.0	11250000	$1.250.000	$1.250.000		Producto	Alimentos (excepto producción de vino y derivados)	Incentivo	Femenino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región de Valparaíso	Sin ventas	2020-09-10 00:00:00	Alimentos (excepto vitivinicola)	Reciclar	Economía Circular	R7 Reutilizar	Extensión de vida útil del producto y sus partes	No			Sin tendencia
1785	21SEC-171149	Renuévate	Subsidio	Súmate a innovar Economía circular	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	77331176-5	ESFINGE 3D LIMITADA	Desarrollo de un prototipo innovador de ecofilamentos para impresoras 3D	desarrollar un prototipo de ecofilamentos para impresoras 3d, mediante la utilización de bioplasticos y/o plásticos reciclados en combinación con harina de conchas de moluscos (residuo ampliamente extendido en el país), para la creación de un material mas resistente y de menor costo, capaz de ser reutilizado; inserto así en la economía circular tanto de la empresa como del sector acuícola y del plástico.	2021.0	10000000	$2.500.000	$2.500.000		Proceso	Química, caucho y plásticos (excepto industria farmacéutica)	No	Masculino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región de Valparaíso	Sin ventas	2021-03-22 00:00:00	Química, caucho y plásticos (excepto industria farmaceutica)	Reciclar	Economía Circular	R8 Reciclar	Aplicación útil de materiales	Sí	Envases y Embalajes		Materiales Avanzados (Advanced Materials)
1786	21SEC-171145	Renuévate	Subsidio	Súmate a innovar Economía circular	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	77332431-K	Laboratorio Hidronop LTDA	Elaboración de  un  shampoo capilar hidratante  revalorizando  descartes de nopal y cascara de tunas	elaborar un shampoo con alto poder de fortalecimiento capilar e hidratación en base a descartes de nopal y cascaras de tunas.mediante la extracción de compuestos bioactivos	2021.0	11250000	$1.250.000	$1.250.000		Producto	Salud y Farmacéutica (en humanos)	Incentivo	Femenino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región de Valparaíso	Sin ventas	2021-03-23 00:00:00	Otras industrias manufactureras	Reciclar	Economía Circular	R7 Reutilizar	Extensión de vida útil del producto y sus partes	No			Sin tendencia
1788	21SEC-171143	Renuévate	Subsidio	Súmate a innovar Economía circular	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	77031425-9	GEDIS Biotech	Antu Karu: un sistema de cultivo y reciclado	prototipar un sistema de cultivo (antu karu) para dinteles de ventanas, balcones o espacios reducidos de edificios, fabricado de material reciclado proveniente de residuos chilenos, que cuente con un cortavientos protector y autoriego capaces de generar condiciones adecuadas de cultivo (humedad, temperatura, luminosidad y corrientes de aire) que permitan plantar sin mayores esfuerzos en cualquier circunstancia.	2021.0	9000000	$1.000.000	$1.000.000		Producto	Gestión de desechos y Valorización de residuos	Incentivo	Femenino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región del Maule	Microempresa	2019-08-26 00:00:00	Servicios de ingeniería o de conocimiento	Reciclar	Economía Circular	R8 Reciclar	Aplicación útil de materiales	No			Materiales Avanzados (Advanced Materials)
1791	21SEC-171136	Renuévate	Subsidio	Súmate a innovar Economía circular	Súmate a Innovar	FINALIZADO	Persona Natural	Persona Natural	Persona Natural	Definición de un proceso tecnológico para el desarrollo de un ingrediente desde subproductos paltas	reutilizar los subproductos de la producción de aceite de cuesco de palta para generar un ingrediente rico que compuestos antioxidantes que pueda ser usado para mejorar la composición de compuestos con actividad funcional presentes en el aceite de cuesco de palta	2021.0	11250000	$1.250.000	$1.250.000		Producto	Otras industrias manufactureras	Incentivo	Femenino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región de Valparaíso	Sin ventas	2020-05-27 00:00:00	Otras industrias manufactureras	Reciclar	Economía Circular	R8 Reciclar	Aplicación útil de materiales	No			Alimentos Funcionales
1793	21SEC-171134	Renuévate	Subsidio	Súmate a innovar Economía circular	Súmate a Innovar	FINALIZADO	Persona Jurídica constituida en Chile	76200925-0	Comercial y gastronómica Encubierto Ltda	Desarrollo de productos a partir de vegetales de segunda categoría descartados por Fresh & Co	reusar los vegetales descartados por fresh & co a través del desarrollo de sopas/cremas listas para consumir de alta calidad organoléptica y estables en el tiempo para así ampliar la línea de productos de la empresa por medio del uso de materiales que actualmente son desechados.	2021.0	11250000	$1.250.000	$1.250.000		Producto	Alimentos (excepto producción de vino y derivados)	Incentivo	Femenino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región de Valparaíso	Microempresa	2012-03-14 00:00:00	Alimentos (excepto vitivinicola)	Reciclar	Economía Circular	R7 Reutilizar	Extensión de vida útil del producto y sus partes	No			Materiales Avanzados (Advanced Materials)
1794	21IR-176805	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Jurídica constituida en Chile	76224056-4	Sociedad de Telecomunicaciones y Servicios SpA	Software de Call Center	desarrollar software de call center que pueda ser brindado en la nube (mediante internet sin recursos locales del cliente o usuario) con capacidades propias y entidad colaboradora para entregar soluciones a la industria del call center en la quinta región y la región metropolitana generando un ahorro de costo en el servicio para el usuario final (call center), mejora de funcionalidades y flexibilidad en el uso del servicio contribuyendo al teletrabajo.	2021.0	29533440	$54.062.794	$52.729.354			Multisectorial	No	Masculino	No					Región de Valparaíso	Pequeña	2012-09-27 00:00:00	Telecomunicaciones					No			Software de aplicación
1796	21IR-176793	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Jurídica constituida en Chile	76294335-2	Frío y Agroindustria Ltda.	Concentrador de elementos termosensibles para la agroindustria regional	diseñar, fabricar y validar concentrador en operaciones de bajas temperaturas para elementos térmicamente sensibles, que permita observar una mayor estabilidad de elementos termolábiles, en procesos agroindustriales; con lo que se prevé establecer una nueva línea de negocios y fortalecer la competitividad de la empresa frío y agroindustria, contando con una tecnología a nivel comercial altamente competitiva para el mercado nacional e internacional.	2021.0	26200000	$11.266.200	$6.600.000		Producto	Alimentos (excepto producción de vino y derivados)	No	Masculino	Sí	ODS8	8.4	No		Región de Ñuble	Pequeña	2013-08-20 00:00:00	Otras industrias manufactureras		Producción Sostenible			No			Clean Energy Technologies
1798	21IR-176773	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Jurídica constituida en Chile	76298405-9	SOC. COM. HORTALICEROS DE PALQUIBUDI LTDA	Sistema de aseguramiento de calidad e inocuidad de la producción agrícola basado en BlockChain.	implementación de un sistema de aseguramiento de la calidad y trazabilidad en la empresa sociedad hortipalq ltda., a través de la generación registros automatizados, virtuales y continuos, basado en la tecnología de cadena de bloques (blockchain) e iot (internet of things) que permita certificar trazabilidad, inocuidad y calidad de la producción agrícola de la empresa y hacer frente a los requerimientos de los mercados actuales y potenciales según los lineamientos de las normas vigentes.	2021.0	17523000	$7.867.000	$7.867.000		Proceso	Agrícola (excepto cultivo de uvas)	No	Masculino	No					Región del Maule	Pequeña	2013-09-16 00:00:00	Comercio y retail					No			Blockchain
1801	21IR-176757	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Jurídica constituida en Chile	76122233-3	SETOP S.A.	Suplemento nutricional balanceado para mejorar el estado fisiológico de perros y gatos adultos	desarrollar un suplemento alimenticio emulsionado a base de aceites, sales minerales, vitaminas y aminoácidos para felinos y caninos alimentados con dietas comerciales de menor calidad metabólica y con mayor contenido de factores anti-nutricionales, que sea capaz de mejorar el estado fisiológico y metabólico de mascotas.	2021.0	29119180	$31.149.880	$20.083.972		Producto	Alimentos (excepto producción de vino y derivados)	No	Masculino	No					Región del Biobío	Grande	2010-11-22 00:00:00	Comercio y retail					No			Sin tendencia
1804	21IR-176719	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Jurídica constituida en Chile	76641317-K	gastronomia maria cecilia araneda retes EIRL	Como queso: Sólidos madurados a base de semillas y hongos comestibles	validar técnica y comercialmente los quesos plant-based comequesos mediante la estandarización de los procesos de producción que permitan la obtención de productos estables, seguros e inocuos para su introducción al mercado.   [	2021.0	34285714	$8.708.753	$4.628.753		Proceso	Alimentos (excepto producción de vino y derivados)	Incentivo	Femenino	Sí	ODS2	2.1	No		Región de Valparaíso	Microempresa	2016-08-09 00:00:00	Alimentos (excepto vitivinicola)		Innovación Social			No			Sin tendencia
1805	21IR-176702	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Jurídica constituida en Chile	76191958-K	Sports Medicina Deportiva SpA	Optimización del tratamiento de artrosis mediante uso de terapia regenerativa combinada	desarrollar y validar comercialmente la optimización del servicio de tratamiento de artrosis mediante uso de medicina regenerativa, que mejore la sintomatología clínica e induzca el crecimiento de cartílago en pacientes con artrosis moderada y severa, resistentes a terapias convencionales y no aptos a cirugía protésica, con tal de ampliar la cobertura de salud, traduciéndose en un mejorado servicio de salud traumatológico que aumente la competitividad y capacidad de innovación de la empresa.	2021.0	29150270	$22.368.000	$12.032.000			Salud y Farmacéutica (en humanos)	No	Masculino	Sí	ODS3	3.8	No		Región de Valparaíso	Pequeña	2012-06-05 00:00:00	Salud y asistencia social		Innovación Social			No			Manufactura Avanzada (Advanced Manufacturing)
1808	21IR-176663	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Jurídica constituida en Chile	77142857-6	DOMKE IBIETA SPA	ZENTINEL VISION AR	desarrollar una aplicación de realidad aumentada integrada a los sistemas empresariales (sap abap, sql, entre otros), de baja inversión, para interactuar con información operacional en tiempo real de maquinarias en pymes con el que las empresas reducirán tiempos de mantenimiento y reparaciones contando con data en terreno en los procesos productivos reduciendo los costos operacionales.	2021.0	27316750	$13.258.000	$13.258.000			Telecomunicaciones y tecnologías de la información	No	Masculino	No					Región del Biobío	Sin ventas	2020-04-04 00:00:00	Manufactura de no metálicos					No			Realidad Virtual (VR) y/o Realidad Aumentada (AR)
1813	21IR-176620	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Jurídica constituida en Chile	76902266-K	Proservice Bio Bio Spa	Automatización selladora bolsas de línea de cerezas	validar técnica y comercialmente un sistema automatizado para el packing de sellado de cerezas utilizado principalmente para la exportación, con el fin de optimizar las líneas productivas y mejorar la eficiencia en la industria.	2021.0	29977000	$20.083.000	$4.655.000		Proceso	Agrícola (excepto cultivo de uvas)	No	Masculino	Sí	ODS12	12.5	Sí	Servitización	Región de Ñuble	Grande	2018-07-27 00:00:00	Comercio y retail	Industria 4.0	Economía Circular	R2 Reducir	Uso y fabricación de productos más inteligentes	Sí	Envases y Embalajes		Manufactura Avanzada (Advanced Manufacturing)
1817	21IR-176579	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Jurídica constituida en Chile	76400774-3	F4F SPA	Desarrollo de prototipo y validación comercial de biofertilizante a partir de desechos de la región	desarrollar y validar técnicamente un biofertilizante a partir del aprovechamiento del alto valor nutricional para suelos agricolas de uno de los principales subproductos proveniente del proceso de valorización de residuos orgánicos de la agroindustria hortofrutícola mediante larvas de la mosca soldado negro, para luego empaquetar y validar comercialmente el producto en el mercado de bioinsumos cerrando un ciclo biológico de alta importancia y valor para la industria nacional.	2021.0	29940000	$12.900.000	$6.500.000		Producto	Alimentos (excepto producción de vino y derivados)	No	Masculino	Sí	ODS11	11.b	Sí	Recuperación de Recursos	Región del Maule	Microempresa	2015-04-08 00:00:00	Alimentos (excepto vitivinícola)	Reciclar	Economía Circular	R9 Recuperar	Aplicación útil de materiales	No			Química Verde (Green Chemestry)
1821	21IR-176558	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Natural	Persona Natural	Persona Natural	BINS Ecoamigables	desarrollar un producto mínimo viable del prototipo de bins ecoamigable, utilizando un nuevo material innovador creado con residuos establecidos en la ley rep, principalmente, chips de neumáticos fuera de uso, todo esto, con el propósito de contribuir a la reducción de la huella de carbono de empresas y productores del sector agrícola que buscan ingresar o incrementar sus ventas en mercados con mayores exigencias ambientales.	2021.0	29605600	$18.117.066	$18.117.066		Producto	Agrícola (excepto cultivo de uvas)	Incentivo	Sin determinar	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región del Maule	Sin ventas	2019-03-01 00:00:00	Alimentos (excepto vitivinicola)	Reciclar	Economía Circular	R8 Reciclar	Aplicación útil de materiales	Sí	Envases y Embalajes		Materiales Avanzados (Advanced Materials)
1823	21IR-176511	Desarrolla innovación	Subsidio	Innova Región	Innova Región	VIGENTE	Persona Jurídica constituida en Chile	78031870-8	GENESYS INGENIERIA SPA	Testing automático de software	desarrollar una plataforma web basada en un motor de testing, que mediante el uso de herramientas informáticas, permita automatizar la ejecución de actividades de testing para certificación de sw, tanto sobre nuevos desarrollos como de actualizaciones, con la finalidad de reducir plazo de entrega (delivery) de proyectos a los clientes, reducir esfuerzo en qa y optimizar su funcionamiento, asegurando la calidad de cada desarrollo y del servicio, disminuyendo el tiempo y costo de las pruebas.	2021.0	29880000	$28.347.000	$12.060.000		Proceso	Multisectorial	No	Masculino	No					Región del Biobío	Mediana	1993-01-01 00:00:00	Servicios empresariales administrativos y de apoyo					No			Manufactura Avanzada (Advanced Manufacturing)
1828	21IR-176452	Desarrolla innovación	Subsidio	Innova Región	Innova Región	FINALIZADO	Persona Jurídica constituida en Chile	78112740-K	Agrícola Montefrutal Limitada	Desarrollo de un sistema de producción y abastecimiento de plantas de kiwi de alto valor agronómico	desarrollar un mejorado sistema de producción y abastecimiento de plantas de kiwi, utilizando la tecnología de portainjertos combinada con un modelo de tratamientos y manejos que permitan disminuir a la mitad el tiempo de producción en vivero, aumentando además la viabilidad de la producción y asegurando plantas con mayor resistencia a psa, mayor vigor y mejor sistema radicular, con un plan de escalamiento y modelo de negocios costo-eficiente que permita validar comercialmente la innovación.	2021.0	30000000	$45.000.000	$23.788.000		Proceso	Agrícola (excepto cultivo de uvas)	No	Masculino	No					Región del Maule	Grande	1993-01-01 00:00:00	Agrícola (excepto vitivinícola)					No			Sin tendencia
1830	21IR-176428	Desarrolla innovación	Subsidio	Innova Región	Innova Región	VIGENTE	Persona Jurídica constituida en Chile	77139903-7	Inversiones SIP Termo Home SpA	Desarrollo de sistema automatizado para la aplicación de adhesivo en la fabricación de paneles SIP	desarrollar y validar un sistema automatizado de aplicación de adhesivo para la fabricación de paneles sip con calidad estandarizada	2021.0	30000000	$12.857.762	$6.429.242		Proceso	Construcción	No	Masculino	Sí	ODS12	12.a	Sí	Servitización	Región de Ñuble	Microempresa	2020-06-12 00:00:00	Forestal	Industria 4.0	Economía Circular	R2 Reducir	Uso y fabricación de productos más inteligentes	Sí	Envases y Embalajes		Sin tendencia
1844	21CYE2-182770	Consolida y Expande	Subsidio	Consolida y Expande Reactívate	Consolida y Expande	FINALIZADO	Persona Jurídica constituida en Chile	76199459-K	investigaciones biotecnológicas sa	Tecnología de producción de bebidas fermentadas reducidas en alcohol	expandir la tecnología desarrollada por neobiotec de la producción de bebidas fermentativas reducidas en alcohol, que permita la transferencia tecnológica al sector vitivinícola nacional y/o internacional.	2021.0	39800000	$11.790.000	$11.790.000		Proceso	Vitivinícola	no aplica	Masculino	Sí	ODS9	9.b	No		Región de Valparaíso	Pequeña	2012-03-05 00:00:00	Servicios de ingeniería o de conocimiento		Producción Sostenible			No			Internet de las Cosas (IoT)
1879	21CYE-171129	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	FINALIZADO	Persona Jurídica constituida en Chile	77105447-1	Nanopet spa	Nanopetg	lograr el escalamiento nacional del producto, tanto en capacidad de producción como en unidades vendidas, y la validación por parte del mercado chileno.	2021.0	40000000	$40.000.000	0		Producto	Manufactura de no metálicos	No	Masculino	Sí	ODS12	12.5	Sí	Suministro Circular	Región del Biobío	Microempresa	2019-12-20 00:00:00	Comercio y retail	Reciclar	Economía Circular	R0 Rechazar	Uso y fabricación de productos más inteligentes	No			Sin tendencia
1882	21CYE-171119	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	FINALIZADO	Persona Jurídica constituida en Chile	76357023-1	SISTEMAS ORGANIZAME SPA	Organizame Modelo Negocio	¿qué?implementar nuevo modelo de negocio de distribución mediante concentradores de demanda. con entry level gratuito de factura y boleta electrónica  para pyme.¿cómo?apoyando su escalamiento nacional e internacional, a nivel comercial y operativo. validación y empaquetamiento en el mercado chileno con visa, entel y banigualdad. peruano con visa y entel.¿para qué?validar pivote de modelo de negocio de distribución vía concentradores de demanda.	2021.0	39460500	$39.460.500	0		Proceso	Telecomunicaciones y tecnologías de la información	No	Masculino	No					Región de Valparaíso	Pequeña	2014-03-10 00:00:00	Tecnologías de la información					No			Sin tendencia
1883	21CYE-171117	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	FINALIZADO	Persona Jurídica constituida en Chile	76826193-8	Agromatch Spa	Plataforma para la Mecanización Colaborativa entre Pequeños Agricultores	ampliar el ecosistema de mecanización colaborativa para maximizar el uso de la maquinaria agrícola existente. esto mediante la introducción de una plataforma digital y aplicación móvil que permitan reducir la capacidad ociosa de la maquinaria y al mismo tiempo, permitan a los pequeños agricultores acceder a máquinas que actualmente están fuera de su alcance.	2021.0	37450000	$37.450.000	$24.976.000			Agrícola (excepto cultivo de uvas)	No	Masculino	Sí	ODS8	8.2	Sí	Plataformas de Intercambio	Región de Ñuble	Pequeña	2018-01-25 00:00:00	Servicios empresariales administrativos y de apoyo	Recursos Compartidos	Economía Circular	R1 Repensar	Uso y fabricación de productos más inteligentes	No			Manufactura Avanzada (Advanced Manufacturing)
1884	21CYE-171112	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	VIGENTE	Persona Jurídica constituida en Chile	76955052-6	A&R Biotech Solutions SpA	Dacetix: una tecnología verde para la desinfección de superficies y alimentos	evaluar la experiencia de uso (compra, aplicación y post venta) de dacetix para validar técnica-comercialmente el producto e iterar el modelo de negocios, con la finalidad de escalar ventas nacionales e internacionalizar.	2021.0	19250000	$19.250.000	$19.250.000		Producto	Alimentos (excepto producción de vino y derivados)	No	Sin determinar	Sí	ODS3	3.9	Sí	Suministro Circular	Región del Biobío	Microempresa	2018-12-19 00:00:00	Comercio y retail	Intercambiar	Economía Circular	R0 Rechazar	Uso y fabricación de productos más inteligentes	No			Sin tendencia
1889	21CYE-171075	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	FINALIZADO	Persona Jurídica constituida en Chile	76344105-9	SISTEMAS TECNOLOGICOS COMPUTACIONALES TREE LTDA	Stock Control App	introducir al mercado internacional una aplicación móvil para realizar inventario forestal, la cual captura una fotografía de la pila de madera o carga de camión y la procesa con algoritmos de inteligencia artificial, los cuales identifican los rollizos, miden su diámetro y calculan el volumen en cuestión de segundos, para resolver el problema de medición de grandes volúmenes de inventario en la industria maderera y conseguir nuevos clientes.	2021.0	40000000	$40.000.000	$20.366.230		Producto	Forestal	No	Masculino	Sí	ODS8	8.2	No		Región del Biobío	Pequeña	2014-10-13 00:00:00	Forestal		Producción Sostenible			No			Inteligencia Artificial (IA)
1896	21CYE-171048	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	FINALIZADO	Persona Jurídica constituida en Chile	76641489-3	DATA LAB SPA	PriceMaker	consolidar la expansión internacional de pricemaker y conquistar mercados hispanohablantes relevantes. para ello reforzaremos la estrategia de marketing y la operación comercial en países de interés estratégico como colombia, méxico y españa. formaremos equipos comerciales en dichos países y estableceremos partnerships con distribuidores locales.estos son pasos hacia nuestro objetivo final: que cuando cualquier empresa piense en mejorar sus procesos de pricing, piense en pricemaker.	2021.0	39962433	$39.962.433	$30.512.433		Producto	Alimentos (excepto producción de vino y derivados)	No	Masculino	No					Región de Valparaíso	Pequeña	2016-10-12 00:00:00	Tecnologías de la información					No			Manufactura Avanzada (Advanced Manufacturing)
1916	21CYE-171000	Consolida y Expande	Subsidio	Consolida y Expande	Consolida y Expande	FINALIZADO	Persona Jurídica constituida en Chile	76532192-1	Sociedad Agrícola y Comercial Fitological Limitada	Escalamiento comercial de antioxidante PPOFF-FTGL en el mercado hortofrutícola nacional y peruano.	escalar comercialmente el producto ppoff-ftgl en el mercado hortofrutícola nacional y acelerar la introducción del mismo en mercados internacionales para uva de mesa y hortalizas, mediante un plan de comercialización y escalamiento que explote las características de valor diferenciadoras del producto tecnológico; valide y certifique su desempeño técnico en los mercados de destino, incremente la capacidad tecnológica de la empresa y proteja la propiedad intelectual del desarrollo a nivel global.	2021.0	40000000	$60.000.000	$31.260.000		Producto	Agrícola (excepto cultivo de uvas)	No	Masculino	Sí	ODS2	2.4	Sí	Extensión de Ciclo de Vida de Productos	Región del Maule	Pequeña	2015-08-07 00:00:00	Química, caucho y plásticos (excepto industria farmacéutica)	Biodiseño	Economía Circular	R2 Reducir	Uso y fabricación de productos más inteligentes	No			Sin tendencia
1921	21CYC-184340	Desarrolla innovación	Subsidio	Conecta y Colabora Reactívate	Conecta y colabora	FINALIZADO	Persona Jurídica constituida en Chile	77020696-0	SUSURRO ENSORDECE SPA	Servicio integrado de producción de conciertos virtuales	desarrollar un servicio integrado de producción, difusión y medición de conciertos en línea con entornos de realidad virtual.	2021.0	29993650	$9.000.000	0			Industria creativa y esparcimiento	no aplica	Masculino	No					Región de Valparaíso	Microempresa	2019-05-28 00:00:00	Industria creativa y de esparcimiento					No			Realidad Virtual (VR) y/o Realidad Aumentada (AR)
1928	21CYC-184281	Desarrolla innovación	Subsidio	Conecta y Colabora Reactívate	Conecta y colabora	FINALIZADO	Persona Jurídica constituida en Chile	76390095-9	SOCIEDAD COMERCIAL AGROVALENZ LTDA	Sistema de mejoramiento de la calidad para productos agro frutícolas	obtener un sistema que permita mejorar la calidad de los productos agro frutícolas de exportación, a través de un proceso de enjuague y encerado.	2021.0	29920000	$7.920.000	0		Proceso	Agrícola (excepto cultivo de uvas)	no aplica	Masculino	No					Región de Valparaíso	Mediana	2014-11-14 00:00:00	Comercio y retail					No			Sin tendencia
1934	21CYC-184238	Desarrolla innovación	Subsidio	Conecta y Colabora Reactívate	Conecta y colabora	FINALIZADO	Persona Jurídica constituida en Chile	78510020-4	Televisión Contivisión Ltda	Conecta Maule	desarrollar soluciones innovadoras mejoradas en el ámbito de las comunicaciones, específicamente con plataformas online de gestión audiovisual que conectan las fuentes de video mediante tecnología de streaming con los sistemas de entrega de contenido optimizado para televisión digital, celulares, computadores y cualquier dispositivo de usuario, para atender a los sectores públicos y privados que requieran generar nuevas líneas de difusión para aportar a la región del maule y mostrarla al país.	2021.0	25480000	$6.500.000	$4.900.000			Telecomunicaciones y tecnologías de la información	no aplica	Masculino	No					Región del Maule	Pequeña	1998-11-05 00:00:00	Telecomunicaciones					No			Manufactura Avanzada (Advanced Manufacturing)
1939	21CYC-184207	Desarrolla innovación	Subsidio	Conecta y Colabora Reactívate	Conecta y colabora	FINALIZADO	Persona Jurídica constituida en Chile	76692839-0	Desarrollo de Proyectos Cristian Castro E.I.R.L.	Chum Chum : Snack tipo extruidos con harinas nobles y cereales fermentados	el objetivo es producir un snack extruido saludable y por sobretodo sabroso, realizando iteraciones de producto con cereales y legumbres fermentadas junto considerando indicadores técnicos y de preferencia de consumidores. con esto ofrecer una alternativa saludable, sabrosa y equivalente en la ocasión de consumo, a los snacks tradicionales con alto sodio, saborizantes y colorantes artificiales.	2021.0	28304000	$9.260.000	$1.000.000		Producto	Alimentos (excepto producción de vino y derivados)	no aplica	Masculino	No					Región de Valparaíso	Sin ventas	2017-01-19 00:00:00	Servicios empresariales administrativos y de apoyo					No			Sin tendencia
1944	21CYC-184187	Desarrolla innovación	Subsidio	Conecta y Colabora Reactívate	Conecta y colabora	FINALIZADO	Persona Jurídica constituida en Chile	76176371-7	Welearn Innovatia SpA	Plataforma para el éxito estudiantil en educación superior	desarrollar, pilotear y validar comercialmente una plataforma analítica de visualización y gestión de la retención y el aprendizaje para estudiantes de educación superior que mejore sus resultados académicos y permita rescatar aquellos en riesgo de deserción, a través de un desarrollo colaborativo que permita a welearn y coejecutores concretar una oportunidad de crecimiento en el sector educacional de chile y américa.	2021.0	30000000	$9.052.000	$1.500.000		Producto	Educación y servicios conexos	no aplica	Femenino	No					Región de Valparaíso	Pequeña	2011-11-17 00:00:00	Educación					No			Sin tendencia
